order_id,order_date,ship_date,ship_mode,customer_id,customer_name,cust_age,cust_gender,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,returned
CA-2018-117457,08/12/18,12/12/18,Standard Class,KH-16510,Keith Herrera,36,Male,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,1,0,27.4302,FALSE
CA-2018-117457,08/12/18,12/12/18,Standard Class,KH-16510,Keith Herrera,36,Male,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548,FALSE
CA-2018-117457,08/12/18,12/12/18,Standard Class,KH-16510,Keith Herrera,36,Male,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,0.2,-18.4548,FALSE
CA-2018-142636,03/11/18,07/11/18,Standard Class,KC-16675,Kimberly Carter,40,Male,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,7,0,65.7342,FALSE
CA-2018-142636,03/11/18,07/11/18,Standard Class,KC-16675,Kimberly Carter,40,Male,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,0.2,26.8744,FALSE
CA-2018-122105,24/06/18,28/06/18,Standard Class,CJ-12010,Caroline Jumper,59,Male,Consumer,United States,Huntington Beach,California,92646,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,0,25.8984,FALSE
CA-2017-148796,14/04/17,18/04/17,Standard Class,PB-19150,Philip Brown,53,Female,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,38.38,TRUE
CA-2018-154816,06/11/18,10/11/18,Standard Class,VB-21745,Victoria Brennan,27,Male,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78,1,0,2.8322,FALSE
CA-2018-110478,04/03/18,09/03/18,Standard Class,SP-20860,Sung Pak,51,Male,Corporate,United States,Los Angeles,California,90045,West,OFF-AR-10001573,Office Supplies,Art,American Pencil,9.32,4,0,2.7028,FALSE
CA-2018-110478,04/03/18,09/03/18,Standard Class,SP-20860,Sung Pak,51,Female,Corporate,United States,Los Angeles,California,90045,West,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,0,7.015,FALSE
CA-2015-142048,22/06/15,25/06/15,First Class,JE-15745,Joel Eaton,54,Female,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.752,6,0.2,56.5662,FALSE
CA-2018-125388,19/10/18,23/10/18,Standard Class,MP-17965,Michael Paige,42,Female,Corporate,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.7056,FALSE
CA-2018-125388,19/10/18,23/10/18,Standard Class,MP-17965,Michael Paige,42,Female,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,32.7,3,0,8.502,FALSE
CA-2018-155705,21/08/18,23/08/18,Second Class,NF-18385,Natalie Fritzler,35,Female,Consumer,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264,FALSE
CA-2018-149160,23/11/18,26/11/18,Second Class,JM-15265,Janet Molinari,38,Female,Corporate,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076,FALSE
CA-2018-149160,23/11/18,26/11/18,Second Class,JM-15265,Janet Molinari,38,Female,Corporate,United States,Canton,Michigan,48187,Central,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287.92,8,0,138.2016,FALSE
CA-2015-101476,12/09/15,13/09/15,First Class,SD-20485,Shirley Daniels,32,Female,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957,FALSE
CA-2018-152275,01/10/18,08/10/18,Standard Class,KH-16630,Ken Heidel,58,Female,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.672,6,0.2,0.5004,FALSE
US-2017-123750,15/04/17,21/04/17,Standard Class,RB-19795,Ross Baird,54,Female,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,0.7,-145.3508,FALSE
US-2017-123750,15/04/17,21/04/17,Standard Class,RB-19795,Ross Baird,54,Female,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,FALSE
US-2017-123750,15/04/17,21/04/17,Standard Class,RB-19795,Ross Baird,54,Female,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,5,0.2,54.7425,FALSE
US-2017-123750,15/04/17,21/04/17,Standard Class,RB-19795,Ross Baird,54,Female,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.768,2,0.2,-0.7748,FALSE
CA-2017-127369,06/06/17,07/06/17,First Class,DB-13060,Dave Brooks,38,Female,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,5,0,207.147,FALSE
US-2015-150574,19/12/15,25/12/15,Standard Class,MK-18160,Mike Kennedy,52,Female,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.812,2,0.7,-3.6892,TRUE
US-2015-150574,19/12/15,25/12/15,Standard Class,MK-18160,Mike Kennedy,52,Female,Consumer,United States,Jacksonville,Florida,32216,South,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,0.2,-18.585,TRUE
CA-2017-147375,12/06/17,14/06/17,Second Class,PO-19180,Philisse Overcash,58,Female,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991,TRUE
CA-2017-147375,12/06/17,14/06/17,Second Class,PO-19180,Philisse Overcash,58,Female,Home Office,United States,Chicago,Illinois,60623,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,313.488,7,0.2,113.6394,TRUE
CA-2018-130043,15/09/18,19/09/18,Standard Class,BB-11545,Brenda Bowman,46,Female,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,31.872,8,0.2,11.5536,FALSE
CA-2018-157252,20/01/18,23/01/18,Second Class,CV-12805,Cynthia Voltz,56,Female,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094,FALSE
CA-2017-115756,05/09/17,07/09/17,Second Class,PK-19075,Pete Kriz,27,Female,Consumer,United States,Detroit,Michigan,48227,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1,0,3.666,FALSE
CA-2017-115756,05/09/17,07/09/17,Second Class,PK-19075,Pete Kriz,27,Female,Consumer,United States,Detroit,Michigan,48227,Central,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,3,0,23.3928,FALSE
CA-2017-115756,05/09/17,07/09/17,Second Class,PK-19075,Pete Kriz,27,Female,Consumer,United States,Detroit,Michigan,48227,Central,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0,20.5755,FALSE
CA-2017-115756,05/09/17,07/09/17,Second Class,PK-19075,Pete Kriz,27,Female,Consumer,United States,Detroit,Michigan,48227,Central,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0,42.0256,FALSE
CA-2017-115756,05/09/17,07/09/17,Second Class,PK-19075,Pete Kriz,27,Female,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0,29.1528,FALSE
CA-2017-115756,05/09/17,07/09/17,Second Class,PK-19075,Pete Kriz,27,Female,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22.05,7,0,10.584,FALSE
CA-2018-154214,20/03/18,25/03/18,Second Class,TB-21595,Troy Blackwell,35,Female,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677,TRUE
CA-2017-166674,01/04/17,03/04/17,Second Class,RB-19360,Raymond Buch,42,Female,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0,15.4752,FALSE
CA-2017-166674,01/04/17,03/04/17,Second Class,RB-19360,Raymond Buch,42,Female,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0,9.7164,FALSE
CA-2017-166674,01/04/17,03/04/17,Second Class,RB-19360,Raymond Buch,42,Female,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,0,71.2476,FALSE
CA-2017-166674,01/04/17,03/04/17,Second Class,RB-19360,Raymond Buch,42,Female,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0,7.9248,FALSE
CA-2017-166674,01/04/17,03/04/17,Second Class,RB-19360,Raymond Buch,42,Female,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84,3,0,2.8536,FALSE
CA-2017-166674,01/04/17,03/04/17,Second Class,RB-19360,Raymond Buch,42,Male,Consumer,United States,Auburn,New York,13021,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,0,9.1312,FALSE
CA-2018-147277,20/10/18,24/10/18,Standard Class,EB-13705,Ed Braxton,36,Male,Corporate,United States,Akron,Ohio,44312,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304,FALSE
CA-2018-147277,20/10/18,24/10/18,Standard Class,EB-13705,Ed Braxton,36,Male,Corporate,United States,Akron,Ohio,44312,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2,0.2,66.5408,FALSE
CA-2017-100153,13/12/17,17/12/17,Standard Class,KH-16630,Ken Heidel,35,Male,Corporate,United States,Norman,Oklahoma,73071,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,0,24.9132,FALSE
US-2015-110674,12/02/15,18/02/15,Standard Class,SC-20095,Sanjit Chand,56,Male,Consumer,United States,Concord,California,94521,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294,FALSE
US-2017-157945,26/09/17,01/10/17,Standard Class,NF-18385,Natalie Fritzler,28,Male,Consumer,United States,Decatur,Illinois,62521,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146,FALSE
US-2017-157945,26/09/17,01/10/17,Standard Class,NF-18385,Natalie Fritzler,28,Male,Consumer,United States,Decatur,Illinois,62521,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,8.928,2,0.2,3.348,FALSE
CA-2016-109638,15/12/16,22/12/16,Standard Class,JH-15985,Joseph Holt,32,Male,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,103.92,4,0,36.372,FALSE
CA-2016-109638,15/12/16,22/12/16,Standard Class,JH-15985,Joseph Holt,32,Male,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0,377.9622,FALSE
CA-2016-109638,15/12/16,22/12/16,Standard Class,JH-15985,Joseph Holt,32,Male,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006,FALSE
CA-2017-109869,22/04/17,29/04/17,Standard Class,TN-21040,Tanja Norvell,63,Female,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.068,TRUE
CA-2017-109869,22/04/17,29/04/17,Standard Class,TN-21040,Tanja Norvell,63,Female,Home Office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832,TRUE
CA-2017-109869,22/04/17,29/04/17,Standard Class,TN-21040,Tanja Norvell,63,Female,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.485,5,0.7,-20.889,TRUE
CA-2017-109869,22/04/17,29/04/17,Standard Class,TN-21040,Tanja Norvell,63,Female,Home Office,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,0.2,-34.758,TRUE
CA-2017-109869,22/04/17,29/04/17,Standard Class,TN-21040,Tanja Norvell,63,Female,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2,5.8704,TRUE
US-2016-101399,17/01/16,24/01/16,Standard Class,JS-15940,Joni Sundaresam,28,Male,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614,FALSE
CA-2018-154907,31/03/18,04/04/18,Standard Class,DS-13180,David Smith,61,Male,Corporate,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352,FALSE
US-2017-100419,16/12/17,20/12/17,Second Class,CC-12670,Craig Carreira,46,Female,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.788,3,0.8,-7.9002,FALSE
CA-2016-154144,20/12/16,24/12/16,Standard Class,MH-17785,Maya Herman,62,Male,Corporate,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304,FALSE
CA-2015-144666,09/11/15,11/11/15,Second Class,JP-15520,Jeremy Pistek,27,Female,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0,3.4092,FALSE
CA-2015-144666,09/11/15,11/11/15,Second Class,JP-15520,Jeremy Pistek,52,Female,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15,10.4784,FALSE
CA-2015-144666,09/11/15,11/11/15,Second Class,JP-15520,Jeremy Pistek,61,Female,Consumer,United States,San Francisco,California,94110,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.968,4,0.2,87.996,FALSE
CA-2015-144666,09/11/15,11/11/15,Second Class,JP-15520,Jeremy Pistek,33,Female,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.9804,FALSE
CA-2015-144666,09/11/15,11/11/15,Second Class,JP-15520,Jeremy Pistek,36,Female,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,0,28.819,FALSE
CA-2015-144666,09/11/15,11/11/15,Second Class,JP-15520,Jeremy Pistek,36,Male,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,94.85,5,0,45.528,FALSE
CA-2017-103891,12/07/17,19/07/17,Standard Class,KH-16690,Kristen Hastings,24,Male,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,0.2,7.182,FALSE
CA-2017-152632,27/10/17,02/11/17,Standard Class,JE-15475,Jeremy Ellison,35,Male,Consumer,United States,Troy,New York,12180,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0,19.296,FALSE
CA-2017-100790,26/06/17,02/07/17,Standard Class,JG-15805,John Grady,59,Male,Corporate,United States,New York City,New York,10024,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,0,6.615,FALSE
CA-2017-100790,26/06/17,02/07/17,Standard Class,JG-15805,John Grady,47,Female,Corporate,United States,New York City,New York,10024,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0,84.51,FALSE
